to scream (starts with b-)|brüllen
grouchy|brummig
the fountain|der Brunnen(-)
the chest, breast (starts with B-)|die Brust(¨e)
the book|das Buch(¨er)
the bookworm|der Bücherwurm(¨er)
the bookkeeping|die Buchführung
the bookkeeper (male)|der Buchhalter(-)
the bookkeeper (female)|die Buchhalterin(nen)
the bookshop|die Buchhandlung(en)
the booklet, little book|das Büchlein(-)
the letter of the alphabet|der Buchstabe(n)
to spell|buchstabieren
Spell in German!|Buchstabieren Sie auf Deutsch!
the booth, stand|die Bude(n)
the shooting gallery|die Schießbude(n)
the dining room cabinet; buffet|das Büffet(s)
the clothing iron|das Bügeleisen(-)
the stage (starts with B-)|die Bühne(n)
on stage (starts with B-)|auf der Bühne
the stroll|der Bummel
to stroll|bummeln (ist)
the confederation; federal government (starts with B-)|der Bund(¨e)
the central bank|die Bundesbank
the citizen of the Federal Republic (male)|der Bundesbürger(-)
the citizen of the Federal Republic (female)|die Bundesbürgerin(nen)
the Swiss national holiday|die Bundesfeier(n)
the state, province|das Bundesland(¨er)
the federal postal service|die Bundespost
the federal state|der Bundesstaat(en)
the German federal parliament|der Bundestag
colourful; multicoloured; diverse (starts with b-)|bunt
the castle, fortress (starts with B-)|die Burg(en)
the citizen (male)|der Bürger(-)
the citizen (female)|die Bürgerin(nen)
the fellow citizen (male)|der Mitbürger(-)
the fellow citizen (female)|die Mitbürgerin(nen)
bourgeois, middle-class|bürgerlich
the pavement|der Bürgersteig(e)
the citizenry|das Bürgertum
the office|das Büro(s)
the bureaucracy, red tape|die Bürokratie
the brush|die Bürste(n)
the bus|der Bus(se)
to take the bus|mit dem Bus fahren
the bus depot|der Busbahnhof(¨e)
the bush|der Busch(¨e)
the bosom|der Busen(-)
the butter|die Butter
Evertything is all right (uses "Butter")|alles in Butter.
